y,x
24432,31984
66452,10393
56684,23688
60271,53324
61204,54935
46062,63845
13142,33136
63337,28411
42056,50860
38755,19596
52879,37447
24705,36373
51549,21177
10721,56603
37067,2247
118,5084
17194,66516
2769,19461
17984,30091
7527,7376
30657,8944
37691,50950
27327,55125
55690,8145
9514,64502
3796,16234
60610,50381
40210,22115
33202,56477
28224,41551
57704,43207
58178,49588
37149,65169
38737,17042
62882,6825
27347,49145
37553,57831
50933,26150
57009,34370
42526,15770
57974,66425
63481,61891
18348,45577
4397,4368
56257,45472
21896,31916
58820,3460
52440,62113
23965,39008
53119,40121
54774,20661
45462,33887
39295,50415
35804,63896
20397,38704
64287,38467
28433,25575
21757,46241
27619,46059
10952,19524
42904,16109
47996,21873
6268,16419
17618,8150
18844,60701
51992,14920
55866,35358
56712,1353
59732,31956
50479,53931
34088,52659
50473,26336
30297,145
55376,31481
32101,46427
29904,58414
42274,3059
49805,33245
44080,63830
6279,41379
53620,63175
7333,14226
5447,36350
19331,31471
39264,32536
48136,1533
14087,27462
59478,31947
15439,9231
33326,61847
26832,24667
10126,47925
62468,23517
15899,51374
18313,60173
45982,9486
14694,43600
7922,50732
1737,44580
23060,2994
29905,34039
35903,35193
48195,59160
57616,51143
21951,65868
40601,9027
27334,45216
49847,4575
63422,3723
49071,63693
32004,29143
66930,59416
50635,34014
61303,59617
53807,61486
8045,24263
55565,21927
32681,20802
1386,31373
52226,51209
46736,59364
21451,18812
45861,21299
18873,34426
40246,18226
25732,44712
14275,12463
3536,5601
47654,60566
10364,1048
64057,44764
40034,3311
5996,52167
7624,14317
36141,16962
63086,54928
16354,40663
49929,7733
53759,9497
50755,4686
16877,65269
51863,29016
43864,59529
11364,33980
30134,20348
61636,23833
28754,9820
48482,12747
26159,4727
29110,32833
6406,16194
42035,35187
48801,10832
40532,2821
3381,20870
18904,14867
48457,46851
37821,59145
12421,2200
37907,36333
66206,57029
32590,52942
27583,21212
8583,61952
26002,17691
4067,61133
26809,12394
37044,6953
65920,34152
47860,29701
46225,30616
6134,52258
10092,65491
45152,55784
9472,40638
48666,31529
57857,59757
16054,21428
35401,33919
65114,51983
35636,40944
33130,17951
33801,37620
53615,56746
26794,62581
57982,14881
1491,59993
66940,59314
28182,10708
47032,36941
41285,22823
49396,61617
66848,27086
15426,4416
32531,21086
8036,51049
25355,38843
3128,48854
9316,47587
55551,45603
185,26489
38501,59737
38982,40602
3318,24873
66745,5987
64379,65975
33272,9582
9773,55726
33583,2239
44728,45058
54154,29397
64409,25937
5854,2958
33394,12375
41645,32610
36669,54743
25140,342
38167,32419
9312,20351
10919,35602
54834,21363
30283,9391
29933,37102
4731,27692
66951,65001
21246,17822
26274,48486
902,48086
53255,7124
58964,52995
30126,47823
28933,39175
44539,25501
43552,48747
40969,53531
51484,50393
10170,53742
54232,49783
1259,58575
9790,55981
20738,4465
1205,20509
58688,38426
31634,20750
46799,50621
35683,64689
14171,65913
11206,14635
48376,28623
13005,35395
15538,56503
49939,67285
59987,11864
22965,63633
40669,19048
16717,8051
27731,27598
41117,19500
14419,50586
35442,33765
13996,26335
32862,16280
45964,38199
25589,59874
32650,29972
9066,36553
10733,13781
14136,4903
50964,13599
15927,14660
37768,53197
18956,22980
33312,35628
1380,23986
53274,26084
65176,60391
52171,64631
48822,44035
19315,59312
48472,6107
38193,39431
3781,20261
28987,23377
37255,36147
58627,30148
21219,11932
23402,48942
42571,20674
7844,2734
25894,55025
62038,9477
13007,3979
58112,67367
60742,39288
36991,66612
16968,52433
55037,35474
39581,23612
64233,65117
64038,26865
58509,37082
43246,51405
4576,45415
8248,36370
2209,54834
61580,48781
7389,63023
36689,43537
12458,41026
19388,13159
9234,34013
64369,65075
39030,38976
64932,53695
11056,66170
37540,54813
30640,1037
47191,39291
6005,44278
24218,8400
12232,47494
34179,46723
28087,26012
30873,15820
20743,51472
41535,55293
48458,3087
67079,10518
11001,57264
49635,36635
55628,5555
6527,51091
42109,19242
2187,36579
51222,41167
21198,48254
12518,36331
54664,28115
1910,14606
66102,3688
44205,63865
24315,10997
19234,5413
44361,3141
34570,13670
32305,22986
40493,11131
67247,15275
10281,43441
4127,22403
25640,1246
21280,52848
41236,54789
60843,260
37314,56442
11413,58769
42264,63634
24580,36951
20838,34515
10956,32279
49512,12145
33917,23455
41164,38718
13241,12858
63457,18453
37851,32340
26073,39059
61931,48962
27237,37810
6781,30796
53062,15956
44268,64667
39540,61907
8992,31541
8162,2440
39395,35871
8967,5513
34383,58781
61070,4003
50509,1925
11382,24200
62997,62600
42368,47417
10639,17331
41563,53005
9657,54103
41288,60050
28020,56950
12122,5535
38910,38128
40003,1953
28567,57785
3247,24298
54789,4037
38941,65714
47793,19914
12288,55423
65219,34100
14921,46759
55295,12823
6267,38204
63673,29568
56613,57192
59588,37772
16394,53675
61189,36372
12629,26850
26531,45079
8441,63099
61701,39782
1434,3990
37776,6822
27017,64731
55202,65874
14458,53104
21421,5930
54255,22277
33841,34702
4899,61660
62656,22644
18526,57894
29387,45295
42324,2404
45258,59158
8203,51242
11404,62725
29989,66560
49703,12881
25225,66403
57243,45804
21851,27572
10266,13767
5979,20548
67062,6602
46104,16926
64547,45096
23015,56485
39951,57943
60572,41810
42140,53461
3750,46283
57558,45785
42161,1107
65419,3113
23915,15324
7785,22729
51712,34994
20244,40743
14550,66817
66196,894
761,4915
14095,20825
66869,28747
57624,16332
19474,16553
4933,31588
19910,20258
35530,65306
18822,31690
46650,36930
35963,18989
39968,17227
35642,18095
15584,19473
27687,54370
1504,55983
13031,28642
34620,42321
65682,19970
60441,1122
7539,29898
12082,6441
25151,38247
32488,543
22906,389
157,16998
26327,47168
42231,5871
37874,60636
34869,19760
29403,571
7038,33143
23453,30863
39863,34200
62009,38217
48315,18272
13945,31319
2122,7032
35190,25436
17350,63994
19091,28881
15829,11938
56535,5796
44075,60589
26430,59119
51150,49305
7335,39945
55997,43406
30315,26127
19908,35297
58566,59163
37451,6115
30452,8587
12601,45526
25872,50125
35155,24623
49944,38960
46696,65329
10695,19236
39715,18332
48480,55794
3414,31496
53083,44297
56108,19773
55944,50941
49029,52237
5941,52539
66420,32838
38729,19898
18742,55243
65772,12654
31710,23418
25379,6862
30107,31831
32652,26694
24124,37925
23428,34314
66064,57686
49906,28118
55735,30602
61167,26907
30653,50150
49008,11030
14437,17583
30782,60330
27079,48270
60332,5051
42350,32748
13735,10167
15311,25676
14233,28981
11923,9021
11635,58080
11663,27496
61793,60363
47041,10113
35239,64232
52162,66932
4200,22077
34630,61884
909,8203
28387,45120
46928,32551
16150,24927
41371,3441
30549,25511
29270,48629
42149,56649
50987,9134
56736,17418
58545,39223
37882,38291
39027,13922
22159,33351
61050,7217
26297,10310
47237,27424
16335,36026
41383,22922
43136,38776
56112,62549
30602,3100
30287,2654
19075,65767
11546,16362
48078,7965
25154,62304
33309,23012
2353,40560
60138,12615
33356,37469
22267,17716
19994,29571
46476,53002
45071,22655
14196,56387
45977,15244
37020,59153
64352,30899
565,41126
30095,3450
61821,21337
40073,48802
38826,40254
785,58438
6310,40105
5037,49243
64973,30001
17011,55445
24153,10575
39652,60499
51633,10840
46109,39736
39109,21330
59160,2508
57515,53897
6776,51687
16503,6326
62051,30107
65647,2096
19755,1832
14547,6756
64722,37801
20389,8322
67378,9024
14697,16260
22971,15499
32392,25189
52147,49426
55855,54911
7512,59198
12163,9457
18786,28789
40629,5307
22900,10106
43076,58178
9424,42320
34054,52378
8233,6869
26940,46817
38366,347
22790,13078
33849,2595
8489,13052
53960,63489
14829,10744
48309,15765
44332,64283
38146,23648
25833,48873
32288,57818
11812,64677
65053,12765
63989,9563
42379,1166
65506,22424
16338,42551
25975,52238
41525,5846
10648,63978
52307,33471
16728,18880
36743,32438
37681,14068
13722,37484
46088,23133
22763,8473
25845,62162
22063,53299
30222,46110
8161,39014
62745,36386
14432,19004
50055,5783
61566,61035
35381,35629
27955,3864
60855,2144
33900,24260
19964,27219
30429,19642
3984,17370
36121,5285
51361,31948
66391,54553
31611,30970
48033,41303
36820,7210
51595,24875
5218,47464
40982,34281
50683,11063
10401,49246
39382,5004
20929,65345
26894,3794
20038,63059
51538,5437
40061,2249
41890,11889
19712,47446
9226,17155
56451,51243
39764,11873
65056,48091
48854,14144
47633,4853
2696,43174
66684,36028
18195,27197
2245,58293
24159,13245
52814,64383
55404,22358
23300,31881
10774,9748
38107,64898
9207,49679
43913,30075
19894,33958
18635,19559
1335,1339
39048,26729
34449,31147
49679,12523
31482,53109
42630,36183
39989,9574
50972,59062
56220,51212
7807,52268
25695,30470
57110,63555
50527,20420
6228,9336
54175,43139
5841,27824
60988,56704
37805,33295
56934,41602
2447,54373
60141,21110
40516,7991
64453,15502
694,64661
17163,53231
21965,15452
6056,44849
15203,14742
25030,1774
36460,50587
35867,33320
16653,50433
198,35398
43694,58826
44186,17281
46404,49436
43088,62713
62245,49804
40199,28448
53210,5452
56231,22586
14420,460
56308,53709
593,21204
33039,30063
7143,63967
50653,36227
22797,64906
12240,50615
54140,62200
2180,48405
29158,42527
9385,27035
51280,16213
18576,53844
41679,46424
44786,54140
64611,11834
56437,29668
51198,23654
17466,6983
59466,36695
44962,50878
14883,64845
41011,44388
46345,35702
9265,57528
28114,65026
1366,31125
45120,17017
28519,4427
40892,64274
55373,48029
61206,47839
36595,32233
34007,38698
17034,41073
44472,62301
66705,33874
54829,29277
14212,23737
64903,34729
13213,64784
37908,66391
48151,56732
7923,55
46302,56129
5458,40347
59808,29653
41895,26313
65971,45691
53191,62513
3003,3568
10155,54052
58223,14763
24654,36850
17099,90
3076,17648
48421,48352
23369,65018
36407,18803
14007,29886
2604,3774
57568,12026
44996,46854
34323,9035
44317,5484
54463,14957
23327,20883
21953,58113
40266,38129
47011,64923
17577,53025
56178,17577
32626,8107
15327,49971
18417,19703
61362,42125
12753,7295
49286,54585
10357,20630
12807,3944
58559,48186
51683,35563
21661,16376
6844,48484
56440,23608
5407,36060
59410,337
8699,11702
32048,1053
52735,23011
61078,57046
66139,34272
1394,27130
50263,61004
11189,10138
15514,48438
65942,62187
26879,44322
56779,66323
33451,46889
49153,17093
16642,62592
3502,62402
56151,21804
64248,794
13702,53467
30826,28650
23752,42885
54452,57537
43264,473
40285,62390
6648,9999
21523,45708
7406,8663
56093,40849
2989,15465
10812,46418
596,16901
66306,36032
34644,15206
63200,25477
10646,24734
17887,18738
49245,44382
55545,5297
2278,23730
35362,61509
27833,35868
66513,28288
25841,39839
38203,9727
37809,1726
13058,57796
62396,20687
48014,22587
8455,45678
35892,62185
9399,30781
18439,47566
11592,60508
51456,63211
60381,6165
20241,23633
64517,28306
14493,24580
6538,20394
50855,11900
53072,11041
44601,46582
21414,66592
2435,20166
46778,36191
59766,39302
66611,65644
18476,20424
56654,21939
24268,48167
58859,30265
32221,18627
40247,35330
35959,4237
60077,60651
53480,56289
20185,12943
61392,67256
50719,22178
1327,10998
23249,41619
63242,46104
10201,15221
41335,22840
55881,18887
32574,37024
50574,53512
4224,2726
22887,13498
64073,57666
1587,17719
46816,27628
54713,5789
44532,51907
9453,50437
5201,40642
40658,26537
15028,8842
5459,59519
60159,22094
4800,45870
2537,1289
2842,56082
19213,4369
24087,20993
22514,65069
48514,8619
62441,21580
19913,11886
23840,32734
30853,32179
45624,24057
52925,64686
29722,53306
3993,13733
23528,32892
6569,49959
44747,34580
57329,20155
6691,44191
42865,55189
2069,56126
45212,60764
59192,29832
12185,22801
45468,8895
55442,27043
6746,53998
50474,43725
53670,4528
16521,20827
17215,49771
58283,55563
49297,56392
54460,32691
53349,40901
49743,30141
24060,61892
64488,22411
57066,53287
4396,47005
37952,47390
51014,57179
2389,8443
38599,57903
30007,46317
54683,18383
32514,18893
26999,18724
40365,19813
12397,50139
51502,19791
59440,8992
67047,43118
59273,11067
53321,34670
57134,40032
3299,37651
10105,45366
15406,51794
27373,15154
27134,18105
3188,56817
55142,38856
1582,44959
44037,65514
25333,63403
62869,3580
2121,64092
50565,1970
60968,24866
30786,28518
63808,44103
2288,44166
9708,13318
51244,53393
40294,23576
32326,45889
30200,7705
55996,23026
31068,39319
27067,57402
3867,8464
55190,43998
31133,20728
25655,13686
24539,44272
42659,9393
63032,55817
11374,23749
16101,39763
17138,25710
63591,34806
3122,26797
9759,21562
7192,32947
46432,17351
31152,30574
57413,38456
30072,13474
53466,37650
1172,47135
33847,52737
31532,7464
52156,16296
39685,14288
7267,62569
60882,3178
63287,31548
17406,50037
20722,49654
14459,48488
18325,54489
56580,32118
21011,45776
28130,19576
54156,52251
56631,46079
60740,47854
52851,34872
8800,17059
16124,24129
31607,34249
15176,25179
23761,51696
57943,38792
47928,20089
9294,56393
4077,19733
48322,32894
30761,34298
12324,36884
58243,50572
4579,33801
1141,13428
26695,10897
32658,13778
11401,40220
24012,28298
14946,27944
24783,55856
7168,55659
48244,25518
56864,7228
39374,65547
54261,26068
14251,940
16661,36808
32692,20325
18458,6076
30919,62423
7104,65299
21207,56823
35467,48926
17270,12274
164,47263
17680,14350
31023,64409
41529,19357
62242,6171
48784,19132
56330,7257
8545,4448
22037,5747
33003,51022
60155,60693
53465,29246
24888,48504
59389,56539
41444,56731
40382,65893
60921,39631
26134,1699
5975,25311
63818,25362
37930,43279
40040,38344
64638,63590
856,19121
32039,40785
27836,16044
42628,47237
48543,35408
35399,12931
39171,61201
33763,44843
18050,56204
24788,19318
41010,37514
43597,17347
41825,22364
28414,60433
36007,28826
14201,11319
61027,65545
2333,38326
21134,27365
48645,9561
6276,35760
18260,38189
33139,64576
57144,42018
65963,43267
22532,47053
52174,41120
25676,29419
44164,45962
39017,57415
60213,53272
18009,1874
7760,7485
63569,25626
15263,38351
49586,31423
19572,41893
34870,20612
66948,47431
21743,61668
8330,3805
27267,42205
57167,57728
26762,26263
12868,59640
6589,45229
43712,44379
59572,14071
9532,40392
59463,53860
9242,58805
44506,45817
8849,30635
23164,15106
7067,66558
18784,46735
58468,58664
63888,52321
62448,48829
6131,12693
57188,4438
15991,26602
46618,31648
15887,54129
16891,25091
44931,379
36946,17184
4706,4924
25361,51118
49508,50902
26363,56346
12179,1100
9392,14413
29044,56176
61797,61590
65891,34560
17291,43437
36098,52338
25258,59894
40048,40597
45666,51742
66918,23895
36325,61782
37002,15302
65711,4108
35768,67421
43158,55094
25308,44771
4738,22032
49633,11610
65394,39032
49699,44906
34099,15672
8542,19511
21355,9343
51211,13955
36290,39206
41454,53902
55153,31463
27167,35933
66570,41491
32473,32002
52414,6900
33766,27807
29708,28711
22298,47497
14639,27292
37573,29048
41818,14983
11822,62146
6306,35144
37489,59981
57348,7660
17008,8
49908,39603
56826,61439
8234,1760
46118,33737
53740,13357
50671,58642
31080,63987
566,27723
67338,54413
13953,51095
14980,9902
60474,51137
66474,10402
48145,30650
40318,30168
3337,48315
55637,734
30889,20357
32752,53235
27182,34602
42453,43082
23760,42355
24728,38666
47337,31115
47780,61264
20797,6067
33770,54297
19003,2165
41578,43367
13729,33466
41492,12687
45303,18058
56306,57010
11877,29715
44780,27452
17364,25323
6143,35428
28622,55999
2947,17455
43251,16700
40999,20392
42318,59117
33867,62096
27273,18133
33725,17289
66741,54024
3200,56786
30989,30957
37232,49136
7797,32207
48600,59691
30793,10591
53464,14035
55774,15265
53452,40610
47951,61070
59888,17477
31576,30800
60411,14950
28333,2279
15956,59359
3622,59575
9765,61903
58664,25083
29429,32
47575,24390
29001,54097
62830,49559
60131,47572
45821,41139
11446,33903
40721,51891
15312,53837
27363,10282
17915,3381
37272,66288
61134,26581
29418,18040
32534,6737
49797,57629
37739,31600
2073,39924
44952,326
59234,42572
35546,34501
6643,52445
13188,45315
13727,11514
13876,19322
34030,1058
38173,8624
33179,6378
14483,4592
19335,22512
5846,40724
30632,49230
38450,11970
49599,62132
8436,53048
50777,62001
55255,56844
16216,20745
33678,64040
34831,63516
65335,33814
52941,8353
60209,55707
8092,55667
44224,42097
33454,52490
37735,42878
45111,66351
51052,832
28578,56382
25176,1422
24785,36172
7531,38653
17563,54057
64071,41674
66740,16483
6429,36657
3185,50641
17012,44608
40783,28707
66960,22707
35105,62726
38947,15250
60994,63718
16887,16464
29688,35244
48718,57830
59521,5607
41192,320
1417,52147
43403,51229
12040,33028
61227,31447
42790,66510
36910,44888
40974,52401
19824,33762
34437,60875
51701,38132
49288,10896
39184,40072
56568,45083
7491,20821
67028,32885
63874,28494
11664,38618
2057,55206
42229,18604
46235,547
28063,38806
13407,66742
23255,33494
10191,537
618,58431
52984,8853
326,9919
61702,51360
4836,21305
11967,22880
38628,23196
223,25507
37620,23716
38168,55239
32175,56029
21703,8088
20842,13053
3873,54570
29961,44648
3779,4216
21650,57936
61366,25946
59061,27877
33052,54665
52059,6697
10476,45087
37058,1224
34008,2533
58431,11096
49513,15638
63994,56317
12384,35490
49073,40831
35380,51965
50501,15914
52544,7367
64679,66672
65035,59087
8004,27620
58862,59747
63684,65571
53571,65443
52341,44397
53348,54213
27596,51029
60690,9232
3777,8002
13133,12541
12,56754
62662,41140
7085,25281
1817,47743
27204,42203
55132,35061
46270,60064
12387,50329
26446,11728
19736,34656
44596,18326
13218,30879
55678,65395
47932,22302
29134,47636
17505,49391
41030,837
1379,56060
12846,18052
57779,58595
49683,37516
1993,53383
1347,2873
10160,22630
2251,57439
49559,57118
47855,25723
13733,35557
65474,11108
15299,8041
21758,10005
12051,60498
5216,17913
5548,19394
22552,1076
21814,14318
39043,46242
18544,44119
62932,17645
23070,33713
47348,7507
63254,61923
36977,7467
64397,58272
54361,51043
48004,22958
2877,57677
51728,30562
12058,63527
7634,39098
26752,31230
24435,28171
59530,9062
20949,43658
3345,48938
44155,3835
17400,16583
48669,24996
3919,18998
51065,60892
43585,30348
2855,19237
5481,48897
1303,15283
15330,38517
22796,5798
47216,26646
29172,25137
57926,51115
31979,45942
28268,42752
51152,60652
37756,42649
46223,41101
18723,54825
29259,9799
5611,47377
3685,21085
44334,37108
17955,31059
25671,41745
36010,8010
28650,65027
28235,41827
50729,53094
22876,54669
60075,36478
15844,19777
23799,35363
60530,3116
51864,23854
15224,45283
20001,49614
64887,36860
34758,20408
62989,13749
28309,56112
24741,63132
13855,42451
53820,47044
67152,66702
60160,41264
50760,58051
38949,42657
31434,30887
57753,44370
15555,51267
7031,59452
26108,34537
41870,14332
21617,39583
14815,31307
11369,45452
2791,16786
25920,67072
25100,38336
63166,32514
48062,28213
62930,26384
56844,64877
52469,48410
22222,30506
5507,28505
59238,13862
32119,35126
23191,42614
58723,1346
47911,53625
52289,63041
35465,30061
15732,46760
16081,22565
61193,10600
19880,30567
53297,5365
29420,15071
67059,40329
55841,37917
30951,58917
39140,42699
53565,11805
38249,34224
240,50290
31225,67213
36492,28620
39229,34278
7397,23902
11031,45187
7408,3056
36444,24016
53840,51296
65113,43708
26169,57912
49043,5716
65672,3882
4804,9683
26539,6077
50844,52508
19486,21289
16230,23888
64113,24423
19119,24714
36255,2129
31538,38930
8916,48768
61359,34094
15651,58851
14924,21465
37695,53683
54795,28762
59046,23704
57047,46554
12794,22127
17685,27315
338,66045
985,27022
66225,40776
9182,13345
43364,60581
60396,16809
17339,61032
58721,10121
54259,33244
62666,51666
45881,30379
34958,20880
6173,54459
67418,20675
47743,6584
51890,41809
58023,67412
25714,13811
19440,30561
3415,9235
30183,40760
40013,25144
19707,41006
36776,46597
25839,52717
7191,52372
27198,15318
51931,13687
38701,56934
43301,17330
18149,27117
63184,61184
65338,4530
52008,9624
739,2740
7687,53180
51330,51828
31038,13407
26851,15482
3087,36652
3420,24975
39024,63060
9484,45063
66228,64978
7618,61709
41090,23642
37827,45471
52041,64267
56657,2047
24374,2575
21082,15028
12415,14355
19511,30737
10174,16460
11365,63970
46121,37675
61391,6421
54375,55846
24704,19722
4450,19648
64614,37857
64323,6134
12940,20323
37257,54310
40910,31210
23202,29816
53962,44899
49081,49846
13086,13362
16386,44154
6957,50681
51688,54858
9109,23005
24808,41154
14586,42561
53229,56192
2667,51249
65192,41454
39787,9947
25844,38995
45241,36335
22503,49478
65211,50543
17880,37076
54706,62249
38723,35792
28932,44177
35202,17191
12357,42299
41408,43622
60362,59584
40545,6383
61040,55897
64982,49517
1447,49422
27713,44734
12873,13661
8934,41432
24884,61110
14620,65273
47859,48374
14145,8906
12758,27864
52698,12203
48828,52333
19587,47073
50270,4018
31288,37624
35718,45761
38233,50428
53543,46494
22583,40836
53837,32165
10918,39985
55487,39250
5264,9313
34673,52001
60054,32485
19871,14780
47367,62159
45566,45278
37113,25284
48515,65432
67321,64046
63486,24008
12289,1069
41665,11457
56313,62520
36496,62964
26315,15330
38764,7753
59861,60047
9794,10914
9105,33612
9817,23281
13309,32231
46266,60756
11621,31140
58983,5969
36192,31151
2742,17670
63573,52732
32173,7591
45770,4611
50355,27660
42530,3276
52103,44560
37906,54562
1847,45374
56926,6815
16049,14057
21322,49631
51452,19904
52334,43541
4389,42923
37637,53438
54216,32676
28629,66248
61698,20273
21939,55404
7251,32560
25787,36257
66852,4941
21318,34216
54769,55675
3736,26340
60119,29172
8733,40571
30526,2367
56674,37090
7952,40037
18628,11493
62679,6370
66792,12486
36061,32927
36103,65780
7159,29507
57654,29696
13552,36483
42188,48038
9549,10999
34502,34841
21797,20886
19313,44817
21768,29338
28662,65968
45515,766
56715,43214
39123,7442
34345,13303
20748,60682
17822,54568
49170,5293
50557,340
148,6996
44937,8607
64774,54326
61130,33019
34748,19023
22937,46599
64002,34605
2232,39990
2012,58043
33068,60779
9626,27489
56701,15739
65598,61154
38619,50342
46677,56966
34577,21301
47370,14713
34769,30605
21602,48537
37705,33922
37843,61949
60014,60280
66690,56707
34745,63125
26834,57498
54413,58172
16561,1071
60745,50293
3426,48216
44726,12282
41845,31555
34861,4973
50337,19847
29973,41392
43055,48427
51133,60536
10318,53121
59472,45191
46485,37847
42990,53949
65365,50917
30695,8253
54467,2929
43316,31312
23655,15614
8928,47703
44737,4311
63383,32312
63056,63876
49326,67211
3852,54247
10200,42907
11122,39486
44274,32036
6038,47544
59394,58396
57631,56077
23820,49842
21550,9469
45857,2729
56395,33100
26745,1616
43592,41255
54415,65362
36099,53493
47482,65888
25911,25991
46498,18323
41580,63056
28573,20282
53281,39246
34196,18783
26468,32718
20789,54520
48981,39474
54170,26710
57353,66227
7117,11965
5517,56252
30880,4516
13813,48061
3575,25285
62154,62334
66332,19604
6012,16766
58804,48796
54809,21004
12444,28014
45807,24000
8268,3924
56322,37246
16611,27409
24615,60021
62481,11661
37692,9549
41955,61315
19301,55567
29693,5042
1601,49595
34214,3830
20574,24946
50088,16186
35809,14860
60413,13063
67336,17601
56233,2425
61483,3234
65080,47770
65018,22910
35567,12655
22999,13553
49283,17943
17481,21705
47730,5562
58156,4684
11017,16481
65512,33342
59191,30324
16784,58514
63190,13399
9203,51054
1619,47151
30706,65394
1791,23966
21005,632
30330,4220
16334,11761
9063,22244
57645,22926
23732,56286
21021,39908
49998,61310
30862,563
5720,23041
56751,45147
11453,9192
6828,61355
49360,12290
21073,57382
18157,64709
12654,36121
58452,57613
51187,32423
45702,27884
53125,55038
44056,27304
26220,63143
45646,59006
44956,40592
60743,33441
60357,42073
52012,46955
25168,39167
61706,15150
42947,57138
55486,41105
18037,39880
8597,34026
58372,48089
45712,9052
33944,11221
55758,57265
54373,40368
19856,64191
31616,66435
47158,54515
60559,47596
36116,14098
47731,17226
55212,10508
17284,19489
26251,42753
36588,478
14916,34332
16804,67129
51888,23462
2768,2167
16696,45168
10481,13184
1626,24163
16568,28735
57588,13200
29400,33992
512,14645
33360,2959
66591,40169
3688,66983
8551,14795
12766,63338
41430,24958
39866,52863
41526,24133
27245,56905
255,3351
64641,43400
29246,29405
63947,29375
20064,54464
4744,14820
12093,52470
7589,54368
35176,7390
7626,57859
37493,20095
51231,34169
59850,64747
7118,41985
25301,46897
11859,60960
5993,63759
44342,27900
17957,15891
48410,28100
13099,59350
49294,6057
30971,28248
34285,39654
24749,8713
22848,18646
51287,14444
3191,52192
28126,28068
10857,49577
19175,55985
39083,55696
37218,1750
21676,32581
47222,2381
4066,11464
46890,41561
4896,36735
50168,33469
13417,59530
49407,60911
18996,66327
20802,67375
20763,40701
26218,4315
5002,39068
7641,6633
12789,46847
19782,50303
18504,49455
47608,53334
38696,2584
45317,16765
44239,9698
48174,38234
9605,10056
33044,17554
24363,63820
25877,3327
14128,39150
9317,57875
40267,32321
34554,61159
20623,58015
28607,3104
2794,62373
33855,28769
49757,27906
8943,17456
15368,18295
66355,989
14892,7229
30928,45810
38287,60947
39820,32032
34453,50542
52909,1
47530,53906
34399,62066
11162,20288
4141,44196
29570,20866
4088,32563
26451,25250
41229,55801
15212,17472
39485,46109
8037,9531
47002,47438
45708,16082
26957,14488
33914,61347
25686,58185
21854,23808
46700,13717
28502,13223
1779,24
23282,53182
57708,57997
58326,26657
33658,10553
55263,12614
36303,14022
53090,10603
62705,805
35947,18430
8643,7157
12390,59325
8915,27155
57929,63344
42692,6881
5279,4434
61515,21899
2984,57530
22647,45746
54900,50185
2524,42912
46748,52574
41220,28659
47388,41599
47419,57003
42474,26059
67093,6302
3493,36109
38234,22815
34740,48748
37248,6603
55850,25606
36156,12653
30963,11150
29616,60034
44680,38685
51685,62086
30418,2097
34833,20841
14033,41307
55577,46687
35153,30465
8861,54317
62613,49434
52997,50537
6929,36593
49617,21865
33165,10254
8669,49703
43659,3526
51494,53944
29634,44000
10873,57620
43787,5021
12509,33751
52175,36777
22387,31696
64237,12280
46850,11678
9480,35924
4614,19673
53989,12613
4005,39523
55266,67207
63234,59254
33214,67109
20872,53414
40173,21015
53302,13004
23845,2932
60772,21840
19300,42896
24274,50240
54372,60632
8459,61862
44226,38418
18832,19766
15642,11144
29241,30094
49092,44487
9637,41411
29971,53060
55763,32770
21820,60935
66274,16709
48294,64730
37807,47601
19905,43843
32076,1270
15933,57797
24021,6075
57572,13058
17695,41394
58105,47959
50924,41286
60084,46333
32079,43017
39417,8470
64391,13751
56777,1996
40698,56941
42964,43778
34464,52813
17949,42236
34069,41646
42000,10527
4949,55765
62196,26159
17837,51604
65572,41651
6139,59965
54915,9167
43132,25654
62301,37033
2063,41031
13800,32322
17699,6888
50784,7291
46400,36018
14211,18911
4540,30122
31114,9085
16995,29940
35991,13639
52155,52590
63923,15248
36232,27187
51203,61701
46269,15495
18297,25561
67129,41881
50323,3593
52437,52661
54246,50024
56401,682
6677,28083
1397,35679
4362,63127
20296,11577
29039,1505
9476,22106
49864,45081
31034,3154
22701,47844
27084,29017
66877,26248
39623,63135
66463,66963
43877,50007
58081,55193
42098,5256
22277,29136
25883,65759
62749,27883
42283,47582
47413,30166
49612,12106
1442,37258
4897,19085
17186,56210
57324,47374
49480,56930
64125,50287
56254,48155
2477,3127
26209,7520
41519,36210
15110,20888
65302,18024
50993,18469
36646,65397
27710,8679
47662,63246
64285,25444
32329,16006
49476,13434
41334,15832
22240,34577
52026,63336
13597,43239
18584,19623
5685,42184
49342,61827
43156,31585
26118,55441
13045,21912
34171,23104
49504,59552
50801,28170
184,66429
61545,31929
47479,21555
57858,28218
59007,16455
16283,21449
22919,52285
7656,39161
11547,26182
17533,52454
34747,50867
19184,28466
615,49386
39411,12195
42392,42303
20135,44497
15533,4130
42614,18850
51142,27584
24049,53116
7566,60747
10087,57623
53536,12476
37856,39735
46611,48718
63174,233
21326,39709
42113,32620
58922,12773
37198,41025
55814,43203
7286,53355
64958,34814
20018,200
7631,29283
33346,48776
49932,36864
19134,40971
34598,10123
30328,60182
12661,67088
37721,57452
30352,29045
34617,6809
47869,22133
3902,28686
37615,25105
43309,23468
57773,25694
32817,61464
20606,24171
16838,58332
9158,38911
56449,790
10651,53841
42906,32491
33227,9760
57566,54448
63885,5060
7524,11462
20928,65505
15089,59805
209,51611
11775,50787
